XCoord;YCoord;NR;ADRESSE;TIEFE_M;GOK;AUFNDATUM;HERKUNFT;PHI;LAMBDA
1715386,848;5958795,621;2644;Weinzöttlstr. 22-südl. (VI);9,2;357,5;31.12.1899;Stadt Graz - Stadtvermessung;47,102345;15,409582
1717020,894;5956337,999;17;Kalvarienbergbrücke-Ost (Cl3);8,53;353,5;31.12.1899;Stadt Graz - Stadtvermessung;47,087315;15,424261
1717849,249;5956347,647;40;Am-Hofacker 11-nördlich (7);1,1;355;31.12.1899;Stadt Graz - Stadtvermessung;47,087376;15,431703
1720166,877;5954972,816;835;Liebiggasse 16 (16);3,7;368,899994;31.12.1899;Stadt Graz - Stadtvermessung;47,078964;15,452522
1721885,771;5954992,122;4619;Riesstrasse;1,6;375;23.08.2003;Stadt Graz - Stadtvermessung;47,079082;15,467963
1718126,846;5954950,933;920;Wartingergasse 42 (W42);0,8;351,600006;31.12.1899;Stadt Graz - Stadtvermessung;47,078831;15,434196
1722359,306;5954998,851;1118;Billrothg. 46/ Riesstr. (R52g/1);0,8;386;31.12.1899;Stadt Graz - Stadtvermessung;47,079124;15,472217
1717344,486;5954943,32;282;Wiener-Str. 23;2,3;351,799988;31.12.1899;Stadt Graz - Stadtvermessung;47,078785;15,427168
1719947,434;5954973,268;4345;IVaU/2B RESOWI  Neubau;13;364;04.07.1988;Stadt Graz - Stadtvermessung;47,078968;15,450551
1720879,428;5954983,801;620;Leechgasse 82/84 (Sch/L 2);11,2;370,600006;31.12.1899;Stadt Graz - Stadtvermessung;47,079033;15,458923
1718461,552;5954959,209;361;Wickenburggasse 12-Straße (W12);4;355,5;31.12.1899;Stadt Graz - Stadtvermessung;47,078884;15,437202
1720704,968;5954986,248;853;Herdergasse 26-Nordwest (H4);3,6;369,600006;31.12.1899;Stadt Graz - Stadtvermessung;47,079048;15,457355
1717609,546;5954952,287;294;Neubaug.52(N52/2);0,6;350,899994;31.12.1899;Stadt Graz - Stadtvermessung;47,078838;15,429549
1719081,015;5954970,738;425;Bergmanngasse 6 (B10);1,2;361,100006;31.12.1899;Stadt Graz - Stadtvermessung;47,078953;15,442767
1719103,583;5954970,997;430;Hilgergasse 1 (H1);3,7;361,200012;31.12.1899;Stadt Graz - Stadtvermessung;47,078953;15,44297
1716684,707;5954944,427;91;Schrödingerstr. 5 (MaBG4);1,5;353,700012;31.12.1899;Stadt Graz - Stadtvermessung;47,078793;15,421241
1720433,627;5954987,598;644;Schubertstraße/Hartenaugasse-Mitte (S35/4);0,9;373,5;31.12.1899;Stadt Graz - Stadtvermessung;47,079056;15,454918
1718152,64;5954964,465;922;Wartingergasse 40 (W40);1,8;351,399994;31.12.1899;Stadt Graz - Stadtvermessung;47,078915;15,434428
1718469,798;5954968,126;360;Wickenburggasse 12 (W12);2;355,200012;31.12.1899;Stadt Graz - Stadtvermessung;47,078938;15,437277
1721761,028;5955005,436;4560;Riesstrasse;1,6;374,600006;23.08.2003;Stadt Graz - Stadtvermessung;47,079166;15,466843
1718175,34;5954966,198;923;Wartingergasse 37 (W37);1,8;351,600006;31.12.1899;Stadt Graz - Stadtvermessung;47,078926;15,434631
1720774,019;5954998,789;610;Leechgasse 45 (L45);1,7;369,200012;31.12.1899;Stadt Graz - Stadtvermessung;47,079124;15,457976
1719132,327;5954983,089;431;Hilgergasse 3 (H3);3,2;361,100006;31.12.1899;Stadt Graz - Stadtvermessung;47,079029;15,443229
1720725,906;5955001,188;4011;Herdergasse 21 (H21);1,5;369,399994;31.12.1899;Stadt Graz - Stadtvermessung;47,07914;15,457543
1720949,279;5955003,702;618;Leechgasse 80 (Sch/L 4);7,8;371;31.12.1899;Stadt Graz - Stadtvermessung;47,079155;15,459551
1721848,885;5955013,767;4397;Riespl./Stiftingtalbrücke;10;374,799988;02.07.1996;Stadt Graz - Stadtvermessung;47,079216;15,467631
1717383,384;5954964,359;319;Grüne-G.1;1,2;351,700012;31.12.1899;Stadt Graz - Stadtvermessung;47,078915;15,427518
1717262,067;5956805,548;2445;Robert-Stolz-G./ Liliencrong. (R);1,3;355,700012;31.12.1899;Stadt Graz - Stadtvermessung;47,090176;15,426428
1714133,689;5956777,309;2636;Göstingerstr./Dr.Karl-Lüger-Str. (G);0,5;376,200012;31.12.1899;Stadt Graz - Stadtvermessung;47,090004;15,398325
1717735,41;5956824,294;2451;Leharg. 11-nordwestl. (HS/A);6;358,200012;31.12.1899;Stadt Graz - Stadtvermessung;47,09029;15,430679
1717789,616;5956827,864;2455;Grabenstr. 121/ Leharg. (G121/3);3,7;359,700012;31.12.1899;Stadt Graz - Stadtvermessung;47,090313;15,431167
1714618,095;5956802,241;4199;Saitzgasse (Ecke Plabutscher Str.);2,5;371,799988;29.05.1997;Stadt Graz - Stadtvermessung;47,090157;15,402677
1717754,28;5956840,691;2452;Leharg. 11-nördl. (HS/B);6,5;359,700012;31.12.1899;Stadt Graz - Stadtvermessung;47,090389;15,430849
1717298,341;5956838,326;2444;Robert-Stolz-G. 10 (R/1);1;356;31.12.1899;Stadt Graz - Stadtvermessung;47,090378;15,426753
1718409,454;5956857,097;2462;Hochsteing. 48-südl. (H39a);1,3;391;31.12.1899;Stadt Graz - Stadtvermessung;47,090492;15,436735
1717381,677;5956858,417;2443;Theodor-Körnerstr. 138-nordwestl. (Tk138);1,2;356,700012;31.12.1899;Stadt Graz - Stadtvermessung;47,0905;15,427502
1716041,762;5956847,111;2417;Viktor-Franz-Str.30;0,4;355,700012;31.12.1899;Stadt Graz - Stadtvermessung;47,090431;15,415465
1718344,666;5956881,352;2461;Hochsteing. 48-südwestl.-West (HS/D);0;399,899994;31.12.1899;Stadt Graz - Stadtvermessung;47,090641;15,436152
1717362,382;5956878,782;2442;Theodor-Körner-Str/ Robert-Stolz-G. (Tk138/1);1,3;357,299988;31.12.1899;Stadt Graz - Stadtvermessung;47,090626;15,427329
1718362,122;5956893,319;4076;Hochsteing. 48-südwestl.-Ost (HS/C);0;397,600006;31.12.1899;Stadt Graz - Stadtvermessung;47,090714;15,43631
1721252,921;5956932,081;2487;Stenggstr. 23;2;385,100006;31.12.1899;Stadt Graz - Stadtvermessung;47,09095;15,462278
1718310,257;5956941,254;4385;Hochsteing. 48-nordwestl.-West (HS/A);0;408,100006;31.12.1899;Stadt Graz - Stadtvermessung;47,091007;15,435843
1718335,161;5956943,012;2460;Hochsteing. 48-nordwestl.-Ost (HS/B);0;402,700012;31.12.1899;Stadt Graz - Stadtvermessung;47,091019;15,436068
1721322,649;5956990,221;2486;Stenggstr./ Kraft-  Ebing- Str. (St27/30);1,7;385,200012;31.12.1899;Stadt Graz - Stadtvermessung;47,091305;15,462904
1720550,015;5956987,417;4077;Anton- Wildgans- Weg 9;0,7;406,799988;31.12.1899;Stadt Graz - Stadtvermessung;47,09129;15,455964
1721241,982;5957045,205;4111;Krafft - Ebing- Str. 12;2;385,299988;20.06.1995;Stadt Graz - Stadtvermessung;47,09164;15,46218
1717025,212;5957001,329;2438;Körösistr. 174 (K174-178);1,9;356,5;31.12.1899;Stadt Graz - Stadtvermessung;47,091373;15,4243
1717501,53;5957017,181;2441;Grabenstr./Robert-Stolz-G. (RS22);0,1;360,5;31.12.1899;Stadt Graz - Stadtvermessung;47,091469;15,428578
1716458,443;5954362,453;101;Schmölzerg.3;1,4;362,799988;31.12.1899;Stadt Graz - Stadtvermessung;47,075233;15,419209
1716412,846;5954363,387;102;Schmölzerg.8;1,2;363,200012;31.12.1899;Stadt Graz - Stadtvermessung;47,075237;15,418799
1719643,596;5954400,786;562;Zinzendorfgasse 11 (Z11);1,5;365;01.01.1989;Stadt Graz - Stadtvermessung;47,075466;15,447822
1719973,639;5954404,539;788;Beethovenstraße 7-Nord (B7/1);1,2;365,399994;31.12.1899;Stadt Graz - Stadtvermessung;47,075489;15,450786
1720311,445;5954408,367;524;Elisabethstraße 44-Straßenmitte (19);5,3;364,299988;31.12.1899;Stadt Graz - Stadtvermessung;47,075512;15,45382
1711195,364;5961328,306;2562;A9 (13-16);4,28;366,799988;31.12.1899;Stadt Graz - Stadtvermessung;47,117832;15,371929
1717853,4;5961469,924;4702;Weinitzenstrasse;3,6;393,600006;27.11.2005;Stadt Graz - Stadtvermessung;47,118698;15,43174
1716733,2;5961462,738;4257;Statteggerstr. 91b;1;382,700012;24.07.1999;Stadt Graz - Stadtvermessung;47,118652;15,421677
1711168,059;5961401,542;2560;A9- Murbrücke- Kirchenviertel- Süd (9-12);2,78;368,100006;31.12.1899;Stadt Graz - Stadtvermessung;47,118279;15,371684
1718212,704;5961528,531;4260;Weinitzenstr./Puchleitnerweg;2;385,899994;19.06.1999;Stadt Graz - Stadtvermessung;47,119053;15,434967
1711110,986;5961509,725;2561;A9-Murbrücke-Kirchenviertel-Nord (5-8);3,49;368,100006;31.12.1899;Stadt Graz - Stadtvermessung;47,118938;15,371172
1717364,171;5961584,896;4359;Strasserhofweg 28;85;383,399994;11.05.1988;Stadt Graz - Stadtvermessung;47,1194;15,427345
1718968,759;5961631,417;4256;Pfanghofweg 73;1,5;408;06.06.1999;Stadt Graz - Stadtvermessung;47,119682;15,441759
1717539,101;5961629,607;2541;Ursprungweg 109 (U109);1;396,200012;31.12.1899;Stadt Graz - Stadtvermessung;47,119671;15,428916
1716986,729;5961824,76;3482;Statteggerstr. 106;1,6;381,600006;31.12.1899;Stadt Graz - Stadtvermessung;47,120865;15,423954
1717559,982;5961853,524;2540;Ursprungweg 135 (U135);1;390,200012;31.12.1899;Stadt Graz - Stadtvermessung;47,12104;15,429104
1716308,964;5961952,184;2531;Forstweg 62- südwestl. (F45);0;414,799988;31.12.1899;Stadt Graz - Stadtvermessung;47,121643;15,417866
1716773,823;5961992,966;4258;Statteggerstr. 127 südlich;3;397,100006;06.06.1999;Stadt Graz - Stadtvermessung;47,121895;15,422042
1719009,954;5962444,203;2539;Radegunderstr./ Dürrgrabenweg (R212);2;394,299988;31.12.1899;Stadt Graz - Stadtvermessung;47,124653;15,442129
1717018,958;5962459,397;2536;Scherweg/Hügelweg (Sch/H);0;389,899994;31.12.1899;Stadt Graz - Stadtvermessung;47,124744;15,424244
1718411,211;5962497,652;4259;Schöckelstr. zwischen 86 und 92;0,3;468,899994;06.06.1999;Stadt Graz - Stadtvermessung;47,124977;15,43675
1717449,436;5962532,12;2537;Ursprungweg 154 - Westecke (U154);0;387,100006;31.12.1899;Stadt Graz - Stadtvermessung;47,125191;15,428111
1716573,377;5962549,83;2530;Scherweg 29 (Sch29);0;423,700012;31.12.1899;Stadt Graz - Stadtvermessung;47,125298;15,420241
1715427,286;5962574,547;4603;Untere Schirmleiten;2,6;408,799988;04.10.2003;Stadt Graz - Stadtvermessung;47,12545;15,409945
1717806,169;5962639,287;2538;Zösenbergweg 57 (Z57);0,4;440,700012;31.12.1899;Stadt Graz - Stadtvermessung;47,125843;15,431315
1716678,761;5962696,764;2529;Winterweg 2-südöstl. (R/W);0;418,700012;31.12.1899;Stadt Graz - Stadtvermessung;47,126194;15,421187
1715572,066;5962738,152;2564;St.Veiter-Str. 176 (SV180);0;423,799988;31.12.1899;Stadt Graz - Stadtvermessung;47,12645;15,411246
1716809,446;5962813,09;2528;Rohrerbergstr. 23 (R23);0;409,100006;31.12.1899;Stadt Graz - Stadtvermessung;47,126907;15,422361
1714577,498;5946408,839;0;Hans-Koren-Ring;2,5;0;19.06.2010;Stadt Graz - Stadtvermessung;47,02655;15,402311
1713863,58;5947136,721;0;Ferdinand-Prirsch-Strasse;3;0;19.06.2010;Stadt Graz - Stadtvermessung;47,031006;15,395899
1713073,803;5950129,694;0;Krottendorfer Strasse 66;8;0;19.06.2010;Stadt Graz - Stadtvermessung;47,049332;15,388803
1723741,499;5958910,021;4657;Mariatrosterstraße (ggüb. Nr. 257);3;413,200012;20.11.2004;Stadt Graz - Stadtvermessung;47,103046;15,484633
1713624,061;5958803,911;2693;Strassengelstr. 24-Südwestecke;3;381,899994;31.12.1899;Stadt Graz - Stadtvermessung;47,102398;15,393746
1716608,248;5958846,828;4097;Grazerstr. 35;3;362,799988;15.02.1995;Stadt Graz - Stadtvermessung;47,102661;15,420554
1723645,981;5958928,101;3315;Mariatrosterstr. 255 (M255);4;416,799988;31.12.1899;Stadt Graz - Stadtvermessung;47,103157;15,483775
1723623,843;5958941,099;3317;Mariatrosterstr. 255- Nordseite (M255/1);4;419,600006;31.12.1899;Stadt Graz - Stadtvermessung;47,103237;15,483577
1723831,867;5958961,024;3314;Mariatrosterstr./ Tannhofweg (M259);1;417;31.12.1899;Stadt Graz - Stadtvermessung;47,103359;15,485445
1714750,523;5955577,341;2687;Alte-Poststr. 4-Westseite (Gö.I);26,27;370,100006;31.12.1899;Stadt Graz - Stadtvermessung;47,082664;15,403866
1718841,747;5955629,699;974;Kreuzgasse 19 (K19);2,4;356,100006;01.01.1988;Stadt Graz - Stadtvermessung;47,082985;15,440619
1717101,018;5955612,475;322;Grüne-G.62(Z61=G62);0,8;352,899994;01.01.1990;Stadt Graz - Stadtvermessung;47,082878;15,424981
1717139,98;5955614,401;301;Neubaug./Zeilerg.(N/Z);0,5;352,799988;31.12.1899;Stadt Graz - Stadtvermessung;47,08289;15,425331
1719408,188;5955642,067;717;Rosenberggasse 13 (R14);2;369,299988;31.12.1899;Stadt Graz - Stadtvermessung;47,083061;15,445706
1716116,697;5955608,271;123;Babenbergerstr.131(B/WS131);2,5;358;31.12.1899;Stadt Graz - Stadtvermessung;47,082851;15,416139
1717664,192;5955627,86;4701;Korösistrasse;3,5;350,899994;04.12.2005;Stadt Graz - Stadtvermessung;47,082973;15,43004
1722105,399;5955678,328;4168;Billrothgasse 3;2,1;382,100006;08.12.1997;Stadt Graz - Stadtvermessung;47,083282;15,469936
1716284,906;5955614,665;4387;Wienerstr./Hpt.Schule-Fröbelstr.(F8);1,6;355,600006;31.12.1899;Stadt Graz - Stadtvermessung;47,082893;15,417649
1717024,349;5955624,813;324;Neue-Bieneng.4;0,6;353,100006;31.12.1899;Stadt Graz - Stadtvermessung;47,082954;15,424293
1718870,86;5955647,679;975;Kreuzgasse 21 (K21);1,5;356,600006;31.12.1899;Stadt Graz - Stadtvermessung;47,083096;15,44088
1716569,624;5955623,896;146;Hackherg.24;1,7;353,700012;31.12.1899;Stadt Graz - Stadtvermessung;47,082947;15,420207
1718240,422;5955643,359;988;Hasnerplatz 10-Ost (H9/2);1,5;353,200012;31.12.1899;Stadt Graz - Stadtvermessung;47,083069;15,435216
1718571,678;5955647,18;1066;Grabenstraße 40 (G40);2,4;355,700012;31.12.1899;Stadt Graz - Stadtvermessung;47,083092;15,438192
1717082,973;5955638,733;1091;Grüne-G.62/Flosslendplatz(G/F);0,4;353;31.12.1899;Stadt Graz - Stadtvermessung;47,083038;15,424819
1716309,033;5955632,595;137;Fröbelstr./Hpt.Schule(F6);1;354,899994;31.12.1899;Stadt Graz - Stadtvermessung;47,083;15,417867
1723412,617;5955714,808;3334;Eisslstr. 47;0,6;452,700012;31.12.1899;Stadt Graz - Stadtvermessung;47,083504;15,481679
1721065,3;5955693,182;903;Hilmteichstraße 110-Nordwestecke (5);1,2;378,600006;31.12.1899;Stadt Graz - Stadtvermessung;47,083374;15,460592
1717067,463;5955648,846;323;Flosslendplatz/Grüne-G.;0,8;353,100006;01.01.1991;Stadt Graz - Stadtvermessung;47,083099;15,42468
1719263,428;5955674,235;446;Körblergasse 42 (K36-42);0,7;365,700012;31.12.1899;Stadt Graz - Stadtvermessung;47,083256;15,444407
1718196,925;5954975,269;925;Wartingergasse 35 (W35);1,3;351,700012;31.12.1899;Stadt Graz - Stadtvermessung;47,078979;15,434826
1719975,992;5954819,202;4351;,IVaU/8B RESOWI  Neubau;17;366,299988;20.07.1988;Stadt Graz - Stadtvermessung;47,078026;15,450808
1722013,489;5954842,092;1120;Semmelweis- G. 20;1,7;375,399994;31.12.1899;Stadt Graz - Stadtvermessung;47,078167;15,46911
1719614,566;5954816,561;742;Attemsgasse 25 (A25);1,3;364,899994;31.12.1899;Stadt Graz - Stadtvermessung;47,078011;15,44756
1719163,43;5954812,88;396;Geidorfplatz-Süd (G1=B);1,1;364,100006;31.12.1899;Stadt Graz - Stadtvermessung;47,077988;15,443508
1721302,319;5954838,568;4159;Elisabethstr. 93;3;372,700012;14.06.1997;Stadt Graz - Stadtvermessung;47,078144;15,462722
1721364,873;5954842,209;548;Elisabethstraße 101-Strassenmitte (E 101);2,5;373,200012;31.12.1899;Stadt Graz - Stadtvermessung;47,078167;15,463284
1720627,356;5954835,394;842;Hartenaugasse/Leechgasse 33 (H);1,7;369,700012;31.12.1899;Stadt Graz - Stadtvermessung;47,078125;15,456658
1719510,392;5954825,667;755;Göthestraße 27 (G27);1,4;364,899994;01.01.1989;Stadt Graz - Stadtvermessung;47,078064;15,446625
1717859,96;5954808,156;303;Lendkai75/Netzg.(2);3,3;351,899994;31.12.1899;Stadt Graz - Stadtvermessung;47,077957;15,431799
1719262,688;5954824,308;671;Heinrichstraße 6 (H6);1,6;364,600006;31.12.1899;Stadt Graz - Stadtvermessung;47,078056;15,4444
1720289,632;5954835,99;627;Schubertstraße 26-Straßenmitte (S1);6;369,899994;31.12.1899;Stadt Graz - Stadtvermessung;47,078129;15,453625
1721459,339;5954849,147;480;Leonhardstr. 143-Nord [Schanzelg. A (2)];3,9;373,700012;31.12.1899;Stadt Graz - Stadtvermessung;47,078209;15,464132
1719133,401;5954824,299;394;Geidorfplatz-Südwest (G2=A);3,5;363,399994;31.12.1899;Stadt Graz - Stadtvermessung;47,078056;15,443238
1718251,825;5954815,632;362;Wickenburggasse 9 (W9-13);1,5;353,899994;31.12.1899;Stadt Graz - Stadtvermessung;47,078003;15,435319
1719737,78;5954834,139;777;Universitätsplatz 5-Südost (UNI6);2,5;366;31.12.1899;Stadt Graz - Stadtvermessung;47,078117;15,448668
1716584,076;5954800,619;88;Marieng.38/40(M40);2,6;354,200012;31.12.1899;Stadt Graz - Stadtvermessung;47,077911;15,420337
1718145,799;5954820,288;1008;Körösistraße 2/6 (K3);5,5;352,100006;31.12.1899;Stadt Graz - Stadtvermessung;47,078033;15,434366
1719497,669;5954835,814;754;Göthestraße 24 (G24);2;365;01.01.1988;Stadt Graz - Stadtvermessung;47,078129;15,44651
1721445,318;5954857,813;481;Leonhardplatz 1 [Leonhardstr. 143 (L143)];1,9;373,899994;31.12.1899;Stadt Graz - Stadtvermessung;47,078262;15,464006
1718033,217;5954820,456;993;Schwimmschulkai 6-Nord (3);2,5;349,899994;31.12.1899;Stadt Graz - Stadtvermessung;47,078033;15,433355
1720569,746;5954849,448;1077;Hartenaugasse 8-Südost (H8);2,3;369,799988;01.01.1988;Stadt Graz - Stadtvermessung;47,078213;15,456141
1719111,883;5954834,345;393;Geidorfplatz 3 (Tst);2,3;362,799988;31.12.1899;Stadt Graz - Stadtvermessung;47,078117;15,443045
1720307,533;5954847,955;628;Schubertstraße 26/28-Straßenmitte (S2);3,1;370,200012;31.12.1899;Stadt Graz - Stadtvermessung;47,078201;15,453786
1717438,283;5954817,959;285;Wiener-Str. 11/Innen;1;351,200012;31.12.1899;Stadt Graz - Stadtvermessung;47,078018;15,428011
1720917,446;5954415,202;4511;Leonhardstraße;1,8;367,600006;05.07.2002;Stadt Graz - Stadtvermessung;47,075554;15,459265
1716818,605;5954372,561;85;Marieng.8;2,5;354,100006;31.12.1899;Stadt Graz - Stadtvermessung;47,075294;15,422444
1719846,105;5954379,566;782;Hugo-Wolf-Gasse 5 (H1);2,8;364,899994;31.12.1899;Stadt Graz - Stadtvermessung;47,075336;15,44964
1720904,355;5954419,466;464;Leonhardstraße 99 (L99);1,2;367,799988;31.12.1899;Stadt Graz - Stadtvermessung;47,075581;15,459146
1718177,998;5954389,851;338;Kaiser-Franz-Josef-Kai48;3;354;31.12.1899;Stadt Graz - Stadtvermessung;47,075397;15,434655
1719693,936;5954408,711;563;Zinzendorfgasse/Brunngasse (Z18);2,1;364,899994;01.01.1989;Stadt Graz - Stadtvermessung;47,075516;15,448274
1720832,048;5954423,063;846;Hartenaugasse 34 (H34);1,9;367,5;31.12.1899;Stadt Graz - Stadtvermessung;47,075603;15,458497
1720640,778;5954422,379;557;Engelgasse 5/Dürergasse (D);2,2;366,299988;31.12.1899;Stadt Graz - Stadtvermessung;47,0756;15,456779
1719525,934;5954411,208;4354;Leechkirche;10;367,399994;02.12.1992;Stadt Graz - Stadtvermessung;47,075531;15,446764
1719710,877;5954413,315;565;Zinzendorfgasse 20 (Z20);1,5;365;01.01.1990;Stadt Graz - Stadtvermessung;47,075542;15,448425
1720450,688;5954421,704;550;Elisabethstraße 48-Mitte (E48/2);3,2;364,899994;31.12.1899;Stadt Graz - Stadtvermessung;47,075596;15,455071
1720920,543;5954426,999;465;Leonhardstraße 101 (L101);1,2;367,799988;31.12.1899;Stadt Graz - Stadtvermessung;47,075626;15,459292
1717294,5;5954386,945;2580;Keplerstr./Gabelsbergerstr. (K/G);1,8;352,200012;31.12.1899;Stadt Graz - Stadtvermessung;47,075382;15,426719
1719399,418;5954412,705;416;Glacisstraße 21 (G21);2;365,399994;31.12.1899;Stadt Graz - Stadtvermessung;47,075539;15,445628
1717327,125;5954391,736;200;Keplerstr. 42;1,35;352,100006;31.12.1899;Stadt Graz - Stadtvermessung;47,075409;15,427012
1719969,925;5954422,141;787;Beethovenstraße 5 (B5);4,6;365,5;31.12.1899;Stadt Graz - Stadtvermessung;47,075596;15,450752
1720154,566;5954425,705;795;Merangasse 5 (M5);2,1;365,399994;31.12.1899;Stadt Graz - Stadtvermessung;47,075619;15,452412
1720362,524;5954428,059;525;Elisabethstraße 49-Straßenmitte (20);5,4;364,700012;01.01.1989;Stadt Graz - Stadtvermessung;47,075634;15,45428
1720989,278;5954545,397;878;Seebachergasse 10 (S3);3;368,700012;31.12.1899;Stadt Graz - Stadtvermessung;47,076351;15,459909
1716220,525;5954978,67;4488;Bahnhof;4;364,799988;01.10.2000;Stadt Graz - Stadtvermessung;47,079002;15,417071
1713662,589;5954496,748;2326;Georgistr. 89-Südwestseite (G85-89/2);4;368,799988;31.12.1899;Stadt Graz - Stadtvermessung;47,076054;15,394093
1719511,876;5954565,431;724;Harrachgasse 14 (H14);2,3;365;31.12.1899;Stadt Graz - Stadtvermessung;47,076473;15,446638
1721311,442;5954585,769;476;Odilienweg 6-Nord (L116/O/1);4,8;370,899994;31.12.1899;Stadt Graz - Stadtvermessung;47,076599;15,462804
1720568,233;5954578,885;1073;Elisabethstraße 59-Nord (E59);5,9;365,700012;01.01.1989;Stadt Graz - Stadtvermessung;47,076557;15,456127
1717761,888;5954783,492;4799;Lendkai s' Nr. 87;2,6;350,200012;10.09.2006;Stadt Graz - Stadtvermessung;47,077808;15,430918
1719857,103;5954573,772;780;Halbärthgasse 12 (H12);3,5;365,600006;31.12.1899;Stadt Graz - Stadtvermessung;47,076523;15,449739
1713221,549;5951399,673;0;Eythgasse;1,1;0;19.06.2010;Stadt Graz - Stadtvermessung;47,057102;15,390131
1716683,1;5953288,4;0;Niesenbergergasse;2;0;19.06.2010;Stadt Graz - Stadtvermessung;47,068661;15,421227
1718398,387;5953234,687;0;Landhausgasse;9;0;19.06.2010;Stadt Graz - Stadtvermessung;47,068333;15,436635
1715792,782;5953559,571;0;Eggenberger Strasse 18;1,3;0;10.07.2010;Stadt Graz - Stadtvermessung;47,07032;15,413229
1715762,45;5953553,332;0;Eggenberger Strasse 20;1,4;0;10.07.2010;Stadt Graz - Stadtvermessung;47,070282;15,412956
1715733,713;5953547,084;0;Eggenberger Strasse;1,4;0;10.07.2010;Stadt Graz - Stadtvermessung;47,070244;15,412698
1715701,25;5953539,79;0;Eggenberger Strasse 22;1,4;0;10.07.2010;Stadt Graz - Stadtvermessung;47,070198;15,412407
1715666,78;5953555,434;0;Asperngasse;0,6;0;10.07.2010;Stadt Graz - Stadtvermessung;47,070293;15,412097
1714433,469;5953501,859;0;Karl-Morre-Strasse;1,3;0;10.07.2010;Stadt Graz - Stadtvermessung;47,069965;15,401018
1714391,439;5953412,966;0;Weissenkircherstrasse;1,2;0;10.07.2010;Stadt Graz - Stadtvermessung;47,069424;15,40064
1714406,448;5953369,594;0;Karl-Morre-Strasse 31;1,2;0;10.07.2010;Stadt Graz - Stadtvermessung;47,069157;15,400775
1714370,715;5953259,87;0;Karl-Morre-Strasse;1,2;0;10.07.2010;Stadt Graz - Stadtvermessung;47,068485;15,400455
1713663,14;5950736,265;0;Strassganger Strasse;1,3;0;10.07.2010;Stadt Graz - Stadtvermessung;47,053043;15,394098
1719912,563;5954411,021;0;Leechgasse 8;1,4;0;29.07.2010;Stadt Graz - Stadtvermessung;47,075527;15,450237
1720408,739;5954595,219;0;Leechgasse;2,8;0;29.07.2010;Stadt Graz - Stadtvermessung;47,076656;15,454695
1720428,637;5954561,24;0;Leechgasse;2,2;0;29.07.2010;Stadt Graz - Stadtvermessung;47,076447;15,454873
1720444,21;5954613,558;0;Leechgasse;3,5;0;29.07.2010;Stadt Graz - Stadtvermessung;47,076767;15,455013
1720464,369;5954624,73;0;Leechgasse;2,8;0;29.07.2010;Stadt Graz - Stadtvermessung;47,076836;15,455194
1713924,608;5953026,54;0;Hauseggerstrasse 69;1,4;0;30.07.2010;Stadt Graz - Stadtvermessung;47,067059;15,396447
1720276,373;5955403,962;0;Heinrichstrasse;1,4;0;13.08.2010;Stadt Graz - Stadtvermessung;47,081604;15,453506
1720250,263;5955370,683;0;Heinrichstrasse;1,4;0;13.08.2010;Stadt Graz - Stadtvermessung;47,081398;15,453271
1720179,599;5955316,304;0;Heinrichstrasse 78;1,4;0;13.08.2010;Stadt Graz - Stadtvermessung;47,081066;15,452637
1716875,948;5962897,758;2527;Rohrerbergstr. 31 (R31);0;400,899994;31.12.1899;Stadt Graz - Stadtvermessung;47,127422;15,422959
1716977,076;5963032,871;2535;Rohrerbergstr. 26/28-nördlich (RB);0;393,899994;31.12.1899;Stadt Graz - Stadtvermessung;47,12825;15,423867
1714195,892;5963107,304;2563;Rannachstr. 106- gegenüber (R106);0;511,799988;31.12.1899;Stadt Graz - Stadtvermessung;47,128704;15,398884
1716355,684;5955641,968;131;Fröbelpark-Hpt.Schule (F7);7,5;354;31.12.1899;Stadt Graz - Stadtvermessung;47,083057;15,418285
1716553,69;5955645,766;147;Hackherg.26;1,7;353,899994;31.12.1899;Stadt Graz - Stadtvermessung;47,083084;15,420064
1717952,42;5955663,556;1034;Theodor-Körner-Str.44(T44-52);2,6;353,299988;31.12.1899;Stadt Graz - Stadtvermessung;47,083191;15,43263
1721053,194;5955700,399;904;Hilmteich (4);1,2;377,299988;31.12.1899;Stadt Graz - Stadtvermessung;47,083416;15,460484
1718015,126;5955667,223;983;Hasnerplatz 2 (H2);1,1;353,299988;31.12.1899;Stadt Graz - Stadtvermessung;47,083214;15,433192
1715593,854;5955640,32;128;Plabutscher-Str./Bahnunterf.-West (67b/1B);1;367,5;31.12.1899;Stadt Graz - Stadtvermessung;47,08305;15,411442
1714775,453;5955132,088;4200;Blümelstr. 15 gegenüber;3,6;369,100006;29.05.1997;Stadt Graz - Stadtvermessung;47,079941;15,40409
1719271,191;5955184,655;435;Humboldtstraße 35/Körblergasse 15 (H35/3);5,9;362,299988;31.12.1899;Stadt Graz - Stadtvermessung;47,080261;15,444476
1714566,731;5955131,061;2678;Blümelstr. 30;0,5;371,600006;31.12.1899;Stadt Graz - Stadtvermessung;47,079933;15,402215
1720723,365;5955202,607;859;Lenaugasse/Auersperggasse (L/A);1,6;371,5;31.12.1899;Stadt Graz - Stadtvermessung;47,080372;15,457521
1721143,864;5955207,335;892;Hilmteichstraße 19 (H19);0;379,399994;31.12.1899;Stadt Graz - Stadtvermessung;47,080399;15,461298
